,,,,,,
,8421,CHUCK HAFNER FARMS LLC,1,1,,
,8458,PORPIGLIA FARMS INC,2,2,,
,8493,GAIA S BREATH FARM,1,1,,
,8648,PHILIP WAGER FARM,1,1,,
,8776,PAVERO COLD STORAGE,1,1,,
,8802,HUDSON VALLEY GROWN - DBA HEPWORT,1,1,,
,8818,THE FARM AT MILLER S CROSSING LLC,1,1,,
,8923,DOUBLE D PRODUCE,1,1,,
,8979,APPLE ACRES LLC,1,1,,
,9162,PURE GROWN LLC,1,1,,
,9170,GEORGE W SAULPAUGH & SON INC,1,1,,
,,GEORGE W SAULPAUGH AND SON INC,1,1,,
,9261,WAFLER FARMS INC,1,1,,
,9479,HARVEST QUEEN FARMS LTD,1,1,,
,9583,HILLTOP HOPS AND BARLEY CO INC,1,1,,
,9623,NATURAL LANDWORKS INC,1,1,,
,9691,BINLEY FLORIST INC,1,1,,
,9706,HOLMQUEST FARMS,1,1,,
,9772,MIGLIORELLI FARMS LLC,1,1,,
,9826,HAGER HOPS CO LLC ET AL,1,,,1
,9832,NORWICH MEADOWS FARM LLC,1,1,,
,9901,JOHN MARK & MAUREEN J TORREY PARTN,1,,,1
,9971,OLIVER PAINE GREENHOUSE,1,1,,
,9978,DEBUCK S SOD FARM OF NY INC,1,1,,
,9985,FREE BIRD FARMS LLC,1,1,,
New York Total,,,147,138,,10
North Carolina,,A & L LAWSON PARTNERSHIP & SINGLE,1,1,,
,,MELLEMA PARTNERS,1,1,,
,,PINECREST TREE FARMS LP,1,1,,
,5,DENNIS HAUGEN FARMS,1,1,,
,27,MOUNTRAIL FARMS PARTNERSHIP,1,1,,
,54,CHERRY BAY ORCHARDS,1,1,,
,73,MOUNTAIN VIEW FARMS,1,1,,
,81,TWIN PINE FARMS LLC,1,1,,
,111,ZABLOTNEY FARM,2,2,,
,123,WEAKLEY FAMILY FARMS,1,1,,
,136,LEONARD ARTZ,1,1,,
,156,TRAIL PARTNERSHIP DBA T & T PARTNE,1,1,,
,185,DMB FARMS INC TSK 3 LLC & 7 SOUTH,1,1,,
,197,GENE PARKER FARMS LLC,1,1,,
,214,CONDREY FARMS,1,1,,
,223,KYLE MILLS FARMS,1,1,,
,231,DOUG & BRENDA ZINK,1,1,,
,251,HOFF FARMS,1,1,,
,261,DKH INC,1,1,,
,298,STEINERT FARMS,1,1,,
,318,CODY HOFFMAN,1,1,,
,320,TROY JANGULA,1,1,,
,327,TRAVIS FIESER,1,1,,
,370,ROUSE FARMING INC,1,1,,
,388,GREGG DAHLE,1,1,,
,405,TYLER FARMS,1,1,,
,447,BEN TUFTE,1,1,,
,475,BLASE HENDRICKSON,1,1,,
,482,TOM VINSON JR,1,1,,
,507,NINETY SIX FARMS INC,1,1,,
,509,BP MILLER FARMS,1,1,,
,525,TREW JAMES,1,1,,
,538,DOUBLE K FARMS,1,1,,
,547,ROSS E FISHER,1,1,,
,557,FELAND BROTHERS FARMS,1,1,,
,572,D&T FARMS INC,1,1,,
,597,BUY SOD USA LLC,2,2,,
,612,TYBRIT INC,1,1,,
,678,BLACKJACK EXPRESS LLC,3,3,,1
,691,ASSMAN CATTLE CO,1,1,,
,703,FDN FEEDERS INC,1,1,,
,723,RUSSELL S TREE AND SHRUB FARMS LLC,1,1,,
,729,SOL HARVESTING LLC,1,2,,
,742,"KNOBEL FARMS, INC",1,1,,
,756,DLR FRUIT & VEGETABLE,1,1,,
,786,PROMISE LAND FARMS,1,1,,
,807,JNA CUSTOM LLC,1,1,,
,810,ECKERT ORCHARDS INC,1,1,,
,827,REDDING FARMS INC,1,1,,
,870,J R FARMS OF LAGRANGE INC,1,1,,
,904,TRAVIS MEIER,1,1,,
,915,TRESURE STATE GRAIN INC,1,1,,
,938,POPE & SON INC,1,1,,
,966,JONES & CHURCH FARMS INC,1,2,,
,1027,KEVIN AHLEMEIER FARMS INC,,,,1
,1035,LANIE FARMS INC,2,2,1,
,1041,DAVID VINSON FARMS INC,1,1,,
,1057,BRUCE YOUNG FARM,1,1,,
,1065,BLUE J FARMS INC,1,1,,
,,KLG FARMS,1,1,,
,1072,STEVEN STOKER FARMS,1,1,,
,1094,(blank),1,1,,
,1097,SHUMOCK FARM,1,1,,
,1098,WADE BILLADEAU FARMS,1,1,,
,1109,RDL INC,1,1,,
,1140,WC LANIE & SONS INC,1,1,,
,1160,M&M PLANT FARMS INC,1,1,,
,1162,COURTNEY FARMS LLC,1,1,,
,1206,ELVIS L BELLAR DBA BELLAR FARMS,1,1,,
,1249,MELON ACRES INC,2,2,,
,1259,HOOD BROTHERS FARMS,1,1,,
,1274,SIMONS FARM SVC,1,1,,
,1293,DONALD GUNLIKSON,1,1,,
,,WABASH VALLEY GROWERS LLC,1,1,,
,1330,G & S FARMS,1,,,1
,1376,BAUMANN FARMS LLP,1,1,,
,1382,FRANK HOWEY FAMILY FARMS,1,2,,
,1407,WAYNE COUNTY EGG LLC,1,1,,
,1437,ROBERSONVILLE AG LLC,1,1,,
,1450,CHAD BERG FARMS,1,1,,
,1462,PANHANDLE FARMS PARTNERSHIP,1,1,,
,1504,CARTNER BROTHERS LLC,1,1,,
,1514,L F R FARMS & GREENHOUSES,1,1,,
,1586,NZ RANCH,1,1,,
,1608,HEINLE FARMS,1,1,,
,1636,UNIVERSITY OF TENNESSEE HIGHLAND R,1,1,,
,1684,OPLAND FARM,1,1,,
,1703,GIESE FARMS,1,1,,
,1719,RIES FARMS LLC,1,1,,
,1783,TIM FISHER FARM,1,1,,
,1797,WIVHOLM FARMS,1,1,,
,1815,HOBGOOD FARMS GPTR,1,1,,
,1833,O LOUGHLIN FARMS LLC,2,2,,
,1851,MORGAN FARMS,1,1,,
,1863,JOEY KNIGHT DBA KNIGHT FARMS,1,,,1
,1905,HILLCREST ORCHARDS LLC,1,1,,
,1913,JAMES RAMBO LLC,1,1,,
,1921,LUCAS NURSERY,2,2,,
,1970,J & V FARMS LLC,1,1,,
,1977,FRB HARVESTING,2,2,,
,2007,ST MICHAELS FARMS LLC,1,1,,
,2036,DENVER DEAVER,1,1,,
,2048,MICHAEL BEJMA DBA BEJMA FARMWS,1,1,,
,2064,JACKSONS FARMING CO OF AUTRYVILLE,1,1,,
,2103,OURSO FARMS INC,1,1,,
,2120,J ROLAND WOOD FARMS INC,1,1,,
,2133,JAMES & SONS FARMS,1,,,1
,,JAMES AND SONS FARMS,1,1,,
,2140,ARROWHEAD FARMS,1,1,,
,2156,(blank),1,1,,
,2191,R & R FARMS,1,1,,
,2264,MARK BOURNE,1,1,,
,2266,CANNON FARMS,1,1,,
,2270,SHELTON & SON FARMS INC,1,1,,
,2284,LCN HOLDINGS LLC DBA LAKE COUNTY N,1,1,,
,2305,HOFFMAN FARMS LLP,1,1,,
,2316,SAVELKOUL HARVESTING,1,1,,
,,(blank),1,1,,
,2352,TOSH FARMS,1,1,,
,2358,STEVEN BOYD DBA BOYD FARMS,1,1,,
,2365,JEFFREY D ELLIS DBA JETT ELLIS,1,,,1
,2370,SCHNITZLER CORP,1,1,,
,2431,MCLAIN FARMS,2,2,,
,2454,TWIN ACRES LLC,1,1,,
,2485,ROBERT L MENEES,1,1,,
,2543,TRI - W FARMS INC,1,1,,
,2544,FRANK S SHEPARD,1,1,,
,2548,C N FARMS INC,1,1,,
,2565,ROBERT RATLIFF,1,1,,
,2600,T BELL DETASSELING LLC,1,1,,
,2631,BOYKIN FARMS INC,1,1,,
,2650,MURPHY FAMILY VENTURES LLC,2,2,,
,2653,DUTCHMAN TREE FARMS LLC,1,1,,
,2682,A E SHOFFNER LTD,1,1,,
,2683,LIEBELT FARMS,1,1,,
,2691,KYLE LARSON,1,,,1
,2701,HAMILTON FARMS INC,1,1,,
,2722,EASTERN VIRGINIA NURSERY LLC,1,1,,
,2723,NORTHWEST AG SUPPLY,2,2,,
,2740,SHATLEY FARMS LLC,1,1,,
,2744,WILLIAM G BALTHROP,1,,,1
,2746,P S & J CRAWFISH,1,1,,
,2749,RAMBO NURSERY LLC,1,1,,
,2756,MEIER FARMS GP,1,1,,
,2793,SUN VALLEY ORCHARDS LLC,1,1,,
,2818,CERVEZA ACRES LLC,1,1,,
,2845,BASARABA FARMS,1,1,,
,2857,ARBOR FIELDS INC,1,1,,
,2859,BBF BAILEY & BAILEY,1,1,,
,2878,DL&B ENTERPRISES INC,1,1,,
,2882,PATRICK AND SANDRA RIVINIUS,1,1,,
,2891,SHAWN SUNDBERG,1,1,,
,2899,A & M FARMS,1,1,,
,2966,STEVE B NELSON,1,1,,
,2972,CHAD HEER,1,1,,
,2982,ALAN LOPATA DBA LOPATA GARDENS,1,1,,
,2993,RSK FARMS,1,1,,
,2995,STEVEN EDGE,1,1,,
,2996,CARTER FARMS INC,1,1,,
,3066,(blank),1,1,,
,3071,CRAIG WEIGEL,1,,,1
,3084,EDMONDSON AG LLC,1,1,,
,3177,COLEMAN FARMS,1,1,,
,3225,FLOWER GRP USA LLC DBA ONE FLORAL,1,1,,
,3282,JOHN J HATZENBUHLER,1,1,,
,3304,DOIN BOWERS III FARMS,1,1,,
,3327,TOM VESTERSO,1,,,1
,3346,GOOD LUCK FARM,1,1,,
,,WILLOWBEND NURSERIES LLC DBA WILLO,2,2,,
,3360,SOUTHERN PRODUCE DISTRIBUTORS INC,1,1,,
,3398,RITA NYGARD,1,1,,
,3418,DUSTIN ERICKSON,1,1,,
,3468,SANDY KNOLL FARMS INC,2,2,,
,3471,ALTON LANDRY INC,1,1,,
,3524,HEARN FARMS INC,1,1,,
,3532,WALTER P RAWL & SONS INC,2,3,,2
,3538,(blank),1,1,,
,3543,RICK NEUMILLER,1,1,,
,3597,ADAMS PLANTING CO LLC,1,1,,
,,TOM S FARM MARKET & GREENHOUSES IN,1,1,,
,3603,MILLER GRAIN CLEANING CO,1,1,,
,3627,OLD CHURCH SOD LLC,1,1,,
,3634,CHAPMAN SOD LLC,1,1,,
,3643,LHF PARTNERSHIP,2,2,,
,3644,GUY A SOLEMSAAS,1,1,,
,3646,RUSTY KEMP,1,1,,
,3670,JONATHAN MOSELEY,1,1,,
,3677,HAALAND GRAIN FARMS,1,1,,
,3682,NEVETS HOFF FARMS,1,1,,
,3693,HIGHLANDBROOK NURSERY LLC,1,1,,
,3717,TIMOTHY GANNON FARMS,1,1,,
,3733,(blank),1,1,,
,3734,CALHOON RANCH,1,1,,
,3750,CARTER TOBACCO FARM,1,1,,
,3761,DRANGSHOLT FARMS INC,1,1,,
,3764,DORE FARMS LLC,2,2,,
,3765,ZUBKE FARMS LLC,1,1,,
,3781,ROCK HILL FARMS,2,2,,
,3799,VOSS C & C FARMS,1,1,,
,3804,BRYANT NURSERY,1,1,,
,3805,JEREMY NITSCHKE FARM,1,1,,
,3822,GALEN GEISLER FARMS,1,1,,
,3840,AALUND FARM SHERWOOD,1,1,,
,3885,DAN PFEIFLE,1,1,,
,3887,KIRKEIDE NORTHLAND BEAN AND SEED,1,1,,
,3898,TEHANDON CONTRACTORS,1,1,,
,3924,DAVIS TOBACCO FARMS LLC,1,1,,
,3940,LINDSKOV THIEL CHAROLAIS RANCH,2,2,,
,3942,VALENTINO LOPEZ,1,,,1
,3944,HOBBS & PETERSON FARMS INC,1,1,,
,3982,GERLACH FARMING,1,1,,
,4012,BANGEN FARMS,1,1,,
,4038,THE WILBANKS APIARIES INC,2,2,,
,4052,(blank),1,,,1
,4100,JAEGER FARMS,1,1,,
,4158,RAVEN AGRICULTURE LLC,1,1,,
,4169,MSCP INC,1,1,,
,4223,P & M CRAWFISH LLC,1,1,,
,4238,KOSKAN S,1,1,,
,4252,ONSTAD LAND CO,1,1,,
,4320,GOEBBERTS FARM INC,1,1,,
,4343,BLUE VIEW INC,1,1,,
,4351,NCGA,,,,1
,,NCGA & JOINT EMPLORS VG11,1,,,1
,,NCGA & JOINT EMPLOYERS,2,2,,
,,NCGA & JOINT EMPLOYERS - EQTB,1,1,,
,,NCGA & JOINT EMPLOYERS - VG8,1,1,,
,,NCGA & JOINT EMPLOYERS A 13 5 WK,,,1,
,,NCGA & JOINT EMPLOYERS A 19 5 WK,,,,1
,,NCGA & JOINT EMPLOYERS A1,1,1,,
,,NCGA & JOINT EMPLOYERS A1 5 WK,,1,,
,,NCGA & JOINT EMPLOYERS A10,1,1,,
,,NCGA & JOINT EMPLOYERS A10 5 WK,,1,,
,,NCGA & JOINT EMPLOYERS A11 5 WK,,1,,
,,NCGA & JOINT EMPLOYERS A13 2 WK,,,1,
,,NCGA & JOINT EMPLOYERS A14 5WK,,1,,
,,NCGA & JOINT EMPLOYERS A15 5 WK,,,1,
,,NCGA & JOINT EMPLOYERS A16 2 WK,,1,,
,,NCGA & JOINT EMPLOYERS A16 5 WK,,,,1
,,NCGA & JOINT EMPLOYERS A17 5 WK,,1,,
,,NCGA & JOINT EMPLOYERS A2,1,1,,
,,NCGA & JOINT EMPLOYERS A2 5 WK,,1,,
,,NCGA & JOINT EMPLOYERS A20 5 WK,,1,,
,,NCGA & JOINT EMPLOYERS A22 5 WK,,,,1
,,NCGA & JOINT EMPLOYERS A2L,1,1,,
,,NCGA & JOINT EMPLOYERS A3,1,1,,
,,NCGA & JOINT EMPLOYERS A3 5 WK,,,1,
,,NCGA & JOINT EMPLOYERS A3L,1,1,,
,,NCGA & JOINT EMPLOYERS A4,1,1,,
,,NCGA & JOINT EMPLOYERS A4L,1,1,,
,,NCGA & JOINT EMPLOYERS A5,1,1,,
,,NCGA & JOINT EMPLOYERS A5 5 WK,,1,,
,,NCGA & JOINT EMPLOYERS A5L,1,1,,
,,NCGA & JOINT EMPLOYERS A6,1,1,,
,,NCGA & JOINT EMPLOYERS A6 5 WK,,1,,
,,NCGA & JOINT EMPLOYERS A6L,1,1,,
,,NCGA & JOINT EMPLOYERS A7,1,1,,
,,NCGA & JOINT EMPLOYERS A7L,1,1,,
,,NCGA & JOINT EMPLOYERS A8,1,1,,
,,NCGA & JOINT EMPLOYERS A8L,1,1,,
,,NCGA & JOINT EMPLOYERS A9,1,1,,
,,NCGA & JOINT EMPLOYERS A9L,1,1,,
,,NCGA & JOINT EMPLOYERS AIL,1,1,,
,,NCGA & JOINT EMPLOYERS EQT1,1,1,,
,,NCGA & JOINT EMPLOYERS EQT11,1,,,1
,,NCGA & JOINT EMPLOYERS EQT4,1,1,,
,,NCGA & JOINT EMPLOYERS EQT6,1,1,,
,,NCGA & JOINT EMPLOYERS EQT7,1,1,,
,,NCGA & JOINT EMPLOYERS EQT9,1,1,,
,,NCGA & JOINT EMPLOYERS FLDREP,1,1,,
,,NCGA & JOINT EMPLOYERS N3,1,1,,
,,NCGA & JOINT EMPLOYERS N4,1,1,,
,,NCGA & JOINT EMPLOYERS N4L,1,1,,
,,NCGA & JOINT EMPLOYERS N5,1,1,,
,,NCGA & JOINT EMPLOYERS N6,1,1,,
,,NCGA & JOINT EMPLOYERS VG1,1,1,,
,,NCGA & JOINT EMPLOYERS VG10,1,1,,
,,NCGA & JOINT EMPLOYERS VG10L,2,2,,
,,NCGA & JOINT EMPLOYERS VG11L,1,,,1
,,NCGA & JOINT EMPLOYERS VG11LL,1,,,1
,,NCGA & JOINT EMPLOYERS VG12,1,,,1
,,NCGA & JOINT EMPLOYERS VG2L,1,1,,
,,NCGA & JOINT EMPLOYERS VG3,1,1,,
,,NCGA & JOINT EMPLOYERS VG4,1,1,,
,,NCGA & JOINT EMPLOYERS VG4L,1,1,,
,,NCGA & JOINT EMPLOYERS VG5,1,1,,
,,NCGA & JOINT EMPLOYERS VG52 5 WK,,1,,
,,NCGA & JOINT EMPLOYERS VG5L,1,1,,
,,NCGA & JOINT EMPLOYERS VG6,1,1,,
,,NCGA & JOINT EMPLOYERS VG6L,1,1,,
,,NCGA & JOINT EMPLOYERS VG7,1,1,,
,,NCGA & JOINT EMPLOYERS VG7L,1,1,,
,,NCGA & JOINT EMPLOYERS VG8L,1,1,,
,,NCGA & JOINT EMPLOYERS VG9,1,1,,
,,NCGA & JOINT EMPLOYERS VG9L,1,1,,
,,NCGA & JOINT EMPLOYERS VGIL,1,1,,
,,NCGA & JOINT EMPLOYERS XT 3 2W,,,,1
,,NCGA & JOINT EMPLOYERS XT10,1,1,,
,,NCGA & JOINT EMPLOYERS XT2,1,1,,
,,NCGA & JOINT EMPLOYERS XT3,1,1,,
,,NCGA & JOINT EMPLOYERS XT4,1,1,,
,,NCGA & JOINT EMPLOYERS XT5,1,1,,
,,NCGA & JOINT EMPLOYERS XT6,1,1,,
,,NCGA & JOINT EMPLOYERS XT7,1,1,,
,,NCGA & JOINT EMPLOYERS XT8,1,1,,
,,NCGA & JOINT EMPLOYERS XTHN 2 TRF,,,,1
,,NCGA & JOINT EMPLOYERS XTHN TRF,,1,,
,,NCGA D638,,,,1
,4353,WALTER P RAWL & SONS INC,,,,1
,4371,BENWOOD FARMS,2,3,,
,4421,TIDEWATER AG LLC,2,2,,
,4468,ISLINGTON PLANTATION,1,1,,
,4473,ANDERSON BROS FARMS LLC,1,1,,
,,DAVID HAMAN,1,1,,
,,FANN FARMS INC,2,3,,
,4490,STONER AND SONS,1,1,,
,4494,DAMER FARMS LLC,1,,,1
,4604,BROKE FARMS LLC,1,1,,
,4619,LINDSEY SWEET POTATO FARM INC,1,1,,
,4625,MARK BIRDSALL FARM,1,1,,
,4657,LANCE HOLLINGER,1,1,,
,4714,(blank),1,1,,
,4728,MATTHEW B THOMAS,1,1,,
,4791,PURE BEAUTY FARMS INC,2,2,,
,4809,FREDDY M BOST JR DBA BOST FARM,1,1,,
,4811,CARLSON FARMS,1,,,1
,4820,MARK TIMMERMAN,1,1,,
,4833,D & T EASON FARMS INC,1,1,,
,4834,FLICK FARMS,1,1,,
,4841,BEZNER PARTNERSHIP,1,1,,
,4852,TRIPLE C FARMS INC,1,1,,
,4853,GLEN BUMMER,1,1,,
,4918,HOBBY & ASSO LTD DBA HOBBY NURSERY,1,1,,
,4933,MID STATE FARMS LLC,1,1,,
,4935,LYNN BILLADEAU,2,1,,1
,4980,AHLEMEIER FARMS INC,1,1,,
,4984,(blank),1,1,,
,5014,HERMANSON FARM AND RANCH,1,1,,
,5033,MICHAEL STAMER FARMS GEN PARTNERSH,1,1,,
,5043,JBAR LLC,1,1,,
,5066,JOHNSTON FAMILY FARMS LLC,1,1,,
,5070,ADAMS TRUCKING INC,,1,,
,5073,MAPLE CREEK AG,1,1,,
,5082,WADE AND MICHELLE BILLADEAU,,1,,
,5088,HANNON FARMS LLC,1,1,,
,5133,KEVIN ROORDA FARM,1,1,,
,5139,LA THERIOT FARMS LLC,,1,,
,5169,MOSELEY BROS FARM,1,1,,
,5189,CRAIG WIENBAR,1,1,,
,5191,JACKSON UNRUH FARMS,1,1,,
,5212,BLAKE GEISLER FARMS,1,1,,
,5254,SEWARD FARMS,1,1,,
,5288,DARREN PAULSON FARMS,1,1,,
,5310,JOE BEAR,1,1,,
,5322,FLATLAND FARMS PARTNERSHIP,1,1,,
,5330,TRIPLE T FARMS INC,1,1,,
,5345,CENTRAL TURF FARMS,2,1,,1
,5367,RICHARDS AND JUDISCH FARMS,1,1,,
,5393,ARKANSAS WELL SUPPLY INC,3,3,,
,5406,JOHN B HOLT DBA HOLT FARMS,1,,,1
,5425,CRAFTY ACRES,2,2,,
,5444,MILLER BUFFALO RANCH,1,1,,
,5452,JEFF WALTMAN,1,1,,
,5471,KEITH MIKEL FARMS,1,1,,
,5494,LUNDBY FARMS,1,1,,
,5601,"BJORNSTAD HARVESTING, LLC",1,1,,
,5603,STACEY ROBERTS FARMS INC,2,2,,
,5612,DARRYL MILLER NURSERY,1,1,,
,5627,LARCHMONT FARMS INC,2,2,,
,5642,EVAN AND BRETT PETERSON FARMS,1,1,,
,5660,JEFFREY G STRAND,1,1,,
,5674,D31LLC,1,1,,
,5683,BOBBY DARNELL SR DBA DARNELL FARMS,1,1,,
,5718,HILL TOP FARMS INC,1,1,,
,5754,HIGH PLAINS AGRICULTURE CO,1,1,,
,5780,GAIA HERBS INC,1,2,,
,5820,CONOHO FARMS INC,2,2,,
,5825,WADE HARPESTAD,1,1,,
,5859,WAGONER S NURSERY LLC,1,1,,
,5861,JOHN H SMITH DBA SMITH FARMS,1,1,,
,5891,GUMBO FARMS,3,3,,
,5903,DBA GALLMEYER FARMS,1,1,,
,5907,Y & R HARVESTING INC,1,1,,
,5911,FISHER ORCHARDS,1,1,,
,5919,FREY BROTHERS,3,2,,1
,5935,TRUESDELL FAMILY FARMS PARTNERSHIP,1,1,,
,5939,RAUSCH GRAIN AND LIVESTOCK INC,1,1,,
,5955,KLM FARMS,1,1,,
,5960,DAVID LAUGHLIN FARMS,1,1,,
,5997,FLAMM ORCHARDS INC,1,1,,
,6021,CRAIG BIRDSALL FARM,1,,,1
,6089,FOWLERS PEACHES & VEGETABLES,1,1,,
,6101,FARMS OF BUSHY FORK INC,1,1,,
,6111,SMOKEY ALLEY FARMS PARTNERSHIP,1,1,,
,6112,L E ROUSE FARMS LLC,1,1,,
,6202,JES FARMS PARTNERSHIP,1,1,,
,6212,M D HARER FARMS,1,1,,
,6215,JE COOLEY FARMS INC DBA JE COOLEY,1,1,,
,6223,STACY ARTZ,1,1,,
,6228,PRODUCE OF CARROLL COUNTY,1,1,,
,6231,TIM OSTENRUDE,1,1,,
,6238,PAUL GRANN,1,1,,
,6256,STEDMAN FARMS,1,1,,
,6259,LIZZACLAIRE FARMS,1,1,,
,6260,KJELSTRUP FARMS,1,1,,
,6262,LANE A BLANCHARD FARMS LLC,3,3,,
,6290,BEBB FARMS,1,1,,
,6322,TOBACCO PRIDE LLC,1,1,,
,6343,KEVIN J LEE,1,1,,
,6344,PALMORE FARMS,1,1,,
,6346,SHOTKOSKI HAY CO,1,1,,
,6356,BOLLWEG FARMS,1,1,,
,6357,JONES SWEET POTATO EQUIPMENT INC,1,1,,
,6367,CBP FARMS,1,1,,
,6370,MORLOCK FARMS,1,1,,
,6382,DEEUGENIO FARMS LLC,1,1,,
,6390,LAMONT FRUIT FARM INC,1,1,,
,6420,TRIPLE M FARMS LLC,1,1,,
,6507,HIGH ROAD FARMS,1,1,,
,6532,JERRY R STUARD DBA SOUTHERN LIGHT,2,2,,
,6604,DONNA LAUFER,1,1,,
,6610,"HARVEST READY, INC",1,1,,
,6622,(blank),1,1,,
,6645,KALIR ENTERPRISES INC,1,1,,
,6654,VAN DER LAAN DAIRY,1,1,,
,6660,NATHAN BRENNA FARMS,1,1,,
,6676,HARSTAD TRUCKING,1,1,,
,6677,STREAM WETLAND SVCS LLC,1,1,,
,6681,(blank),1,1,,
,6687,CATNIP RIDGE MANURE APPLICATION IN,1,1,,
,6691,JOHN IHRY,1,,,1
,6714,COTTLE FARMS INC,1,1,,
,6810,SKR FARMS,1,1,,
,6843,REH FARMS INC,1,1,,
,6860,DENNIS EDWARDS,1,1,,
,6876,SCHARF FARM INC,1,1,,
,6883,ALLHAY FARM LLC,1,1,,
,6895,DAHL FAMILY FARM PARTNERSHIP,2,2,,
,6910,MILLS FARMS PARTNERSHIP,1,1,,
,6912,TOM AND CORRIE ENANDER,1,1,,
,6939,CHOWNING & SLOAN FARMS LLC,1,1,,
,6947,WINTERS FARMS LLC,1,1,,
,6956,RACOTA VALLEY RANCH PARTNERSHIP,1,1,,
,6983,CROSSFAITH LC,1,1,,
,6992,GLG FARMS LLC,1,1,,
,7069,BRANDON PETERSON FARM,1,1,,
,7094,DENTON OVERTON,1,1,,
,7132,SANDHILL TURF INC,1,1,,
,7143,KORNEGAY FAMILY FARMS LLC,1,1,,
,7160,PATRICK MURPHY,2,2,,
,7196,K&C FARMS OF NORTH CAROLINA LLC,1,1,,
,7213,ISLAND PARK LLC,1,1,,
,7214,DWIGHT SCHILLING,1,,,1
,7229,SPENCER WILSON,1,1,,
,7237,ARCHER BROS PARTNERSHIP,1,1,,
,,ARCHER BROS. PARTNERSHIP,1,1,,
,7238,JON HOFER DBA HOFER SEED,1,1,,
,,TWO P FARMS,1,1,,
,7253,HUESKE FARMS,1,1,,
,7269,LORIN JOHNSON,1,1,,
,7277,SCOTTS STRAWBERRY & TOMATO FARMS I,2,2,,
,7279,GARRETT FARMS INC,1,1,,
,7280,INMAN HOLDING CO DBA INMAN SOD,1,1,,
,7301,G & K FARMS,,1,,
,7311,HIGH FAMILY FARMS LLC,1,1,,
,,HIGHT FAMILY FARMS LLC,1,1,,
,7347,JOHN CHEFAS DBA HART T TREE FARMS,1,1,,
,7435,LEWIS NURSERY & FARMS INC,1,1,,
,7446,MARK RUSTAD FARM,1,1,,
,7457,CHERRY VALLEY RANCH LP DBA THE MAR,2,2,,
,7521,DOUG KIZZIRE,1,1,,
,7559,TRIPLE T MACHINERY INC,1,1,,
,7561,LOWER ARKANSAS LABOR MGMT LLC,1,1,,
,7566,DWANE WANZEK,1,2,,
,7622,SWANSON FARMS,1,1,,
,7648,(blank),1,1,,
,7653,OAK HILL TREE FARM LLC,1,1,,
,7667,SWEET BERRY FARMS LLC,1,1,,
,7669,GARNER S PRODUCE LLC,1,1,,
,7684,DAVID PRESLER,1,2,,
,7695,LITTLE WICOMICO OYSTER LLC,1,1,,
,7751,JAKE SCHAUER,1,1,,
,7809,ROCKING HR RANCHES LLC,1,1,,
,7862,LAZY 5 RANCH INC,1,1,,
,7866,DEAN TANNER FARMS,1,1,,
,,SOUTH RIVER BERRY FARMS INC,1,1,,
,7884,ALEX CRAFT,1,1,,
,7905,MCPHERSON FARMS,1,1,,
,7907,QUIETT FARM,2,2,,
,7935,ANDREW GATES,1,1,,
,7987,R HART HUDSON FARMS INC,2,2,1,
,8052,SHEPPARD FARMS INC,1,1,,
,8077,TODD ZAHNOW FARMS INC,1,1,,
,8101,SBHLP INC,1,1,,
,8103,HOBBS FARMING INC,1,1,,
,,MITCHELL MCEVERS,1,1,,
,8105,BERRIES BY BILL INC,1,1,,
,8132,TRIPLE W FARMS,2,2,,
,8133,BOBBY HENARD INC,1,1,,
,8159,GARCIA CITRUS HARVESTING,1,1,,
,8164,RWL FARMS INC,1,1,,
,8179,MORTENSON FARMS,1,1,,
,8182,"TRI STATE TURF, INC.",1,1,,
,8246,MID DELTA EQUIPMENT,1,1,,
,8256,THE CABBAGE FARM,1,1,,
,8270,SUGARLAND ACRES LLC,2,2,,
,8276,BRYAN WAGONER TREE FARM LLC,1,1,,
,8289,MATEHS FARMS,1,1,,
,8298,ANDERSON WHEAT FARMS INC,1,1,,
,8321,"J & L MAHER, INC",1,1,,
,8324,RAYMOND SCHEPP,1,1,,
,8410,BAR NX RANCH,1,1,,
,8424,MIDTENN FARMS LLC,1,1,,
,8433,TIDEWELL S BERRY FARM,1,1,,
,8450,KOOPMAN DAIRIES INC,1,1,,
,8468,JENNIFER & SAMUEL MEDFORD FARMS,1,1,,
,8518,WADE FISCHER,1,1,,
,8521,THORNBURG FARMS,1,1,,
,8522,KIRK ROBINSON,1,1,,
,8526,I & J BLUEBERRY FARM,1,,,1
,8528,SHADY RIDGE CORP,2,2,,
,8530,JOHN L BOURNE & SON,1,1,,
,8546,KEN RUSTAD FARMS,1,1,,
,8559,CARL AND KARA HOELSCHER FARM,1,1,,
,8574,MOSER FARMS,1,2,,
,8582,L AND L JONES PARTNERSHIP,1,1,,
,8592,BRADY CHAUTIN FARMS,1,1,,
,,STROHAUER FARMS INC,1,1,,
,8633,GARRET SWINDLER FARMS,1,1,,
,8660,BRYNJULSON FARMS,1,1,,
,8671,BLAKE INMAN FARM,1,1,,
,8684,GENERAL GRAIN CLEANING CO,1,1,,
,8719,JERRY CARNEY DBA HOOK C FARM,1,1,,
,8729,D & S BUCKMIER FARM,2,2,,
,8736,MOUNTAIN VIEW FARMS OF VIRGINIA L,1,2,,
,,MOUNTAIN VIEW FARMS OF VIRGINIA LC,1,1,,
